glid,fk_eto_mcat_id,glcat_mcat_name
196648117,215042,Ram Darbar Coin
196648117,36644,Rust Removers
196648117,80174,Copper Coin
196648117,33198,Metal Cleaners
197506748,168563,Full Truck Load Transport Service
197506748,172377,Part Truck Load Transport Service
197506748,653931,32 ft Container Transport Service
197506748,174781,Heavy Goods Transport Service
197506748,167976,Trailer Transport Services
198764938,235858,Tea Kulhad Making Machine
198764938,213478,Tea Cup Making Machine
198764938,137578,Pug Mill
198764938,189334,Gas Bhatti
198764938,218580,Clay Tea Cup
198792809,122335,Rose Tree
198792809,145991,Lemon Tree
198792809,182768,Guava Plants
198792809,180420,Mango Plant
198792809,180411,Neem Tree
198992704,141382,Solar Panel Mounting Structure
198992704,39004,Transmission Towers
198992704,120910,Module Mounting Structure
198992704,43430,Telecom Tower
198992704,159533,Solar Panel Stand
199084259,50504,Wooden Educational Toy
199084259,178465,Wooden Chopping Board
199084259,116251,Wooden Coin Boxes
199084259,41376,Wooden Puzzle
199084259,41489,Wooden Handicraft
199437213,346997,Oudh Attar
199437213,4949,Attar
199437213,181650,Rose Attar
199437213,28936,Fragrance Oil
199437213,177634,Mitti Attar
199527273,80226,Designer Blouse
199527273,4478,Blouse Pieces
199527273,173806,Aari Embroidery Work
199527273,6911,Embroidered Blouses
199527273,68551,Fashion Blouse
199626582,191481,Interactive Flat Panel
199626582,157960,Interactive White Digital Board
199626582,42611,Interactive Board
199626582,216107,Samsung LED Displays
199626582,181394,Interactive Whiteboard
199729718,42947,PCB Repairing
199729718,176173,CNC Machine Control Cards Repair
199729718,172488,Inverter Repairing Services
199729718,117804,Controller Repair
199729718,117931,Servo Drive Repair
199939639,132960,White Marble
199939639,32520,Marble Temples
199939639,68241,Indoor Water Fountains
199939639,191591,Corian Mandir
199939639,151987,White Marble Temple
200657351,137534,Oil Filter Machine
200657351,50160,Aluminium Extension Ladder
200657351,166875,Hot Dipped Galvanized Iron Wire
200657351,53341,Insulation Piercing Connector
200657351,4696,Aluminium Ladders
201271800,190588,Sirohi Goats
201271800,163224,Goat
201271800,182624,Boer Goat
201271800,11270,Cumin Seeds
201271800,192308,Barbari Goat
201482951,36484,Road Marking Paint
201482951,122551,Road Marking Services
201482951,139541,Kerb Laying Machine
201482951,165819,Home Painting Services
201482951,118734,Wall Painting Service
201816889,37377,Solid Waste Incinerator
201816889,30737,Industrial Waste Incinerators
201816889,157813,Medical Waste Incinerators
201816889,226919,Diaper Incinerator
201816889,20703,Incinerator
202569256,443739,Ajrakh Saree
202569256,43170,Designer Kurtis
202569256,650517,Modal Saree
202569256,43237,Ladies Kurti
202569256,243899,Ajrakh Printed Fabric
202751997,120778,Stretch Ceiling
202751997,84397,Fiber Optic Light
202751997,21252,Acoustical Panels
202751997,135895,Car Parking Tensile Structure
202751997,159070,School Broadcast System
203060706,121030,Galvanized Iron Coil
203060706,179971,304 Stainless Steel Pipe
203060706,81218,Stainless Steel Square Pipe
203060706,183346,202 Stainless Steel Pipe
203060706,182130,Jindal Stainless Steel Pipes
203308732,182145,Meenakari Box
203308732,443830,Quran Box
203308732,177981,Wooden Dry Fruit Box
203308732,166769,Krishna Swing
203308732,167578,Pooja Chowki
203318076,12767,Detergent Powder
203318076,221163,Loose Detergent Powder
203318076,5081,Plywood Boards
203318076,214664,Sunlight Detergent Powder
203318076,185002,Surf Excel Detergent Powder
203399023,42068,Namkeen
203399023,177908,Raw Kurkure
203399023,85357,Fried Snack
203399023,37,Salted Snacks
203399023,223186,Corn Puff
203515125,164243,UPVC Window Making Machine
203515125,159218,UPVC Welding Machine
203515125,126216,UPVC Profile
203515125,158874,UPVC Window Cutting Machine
203515125,164714,Seamless Welding Machine
203525305,788,Latex Gloves
203525305,32733,Nitrile Gloves
203525305,216615,3 Ply Face Mask
203525305,1903,Safety Gloves
203525305,126120,Disposable Cap
203751191,168563,Full Truck Load Transport Service
203751191,13675,Chain Link Fencing
203751191,42703,Transportation Services
203751191,69543,Goods Transport Services
203751191,147225,Generator Repair Services
204314763,650500,UV DTF Sticker
204314763,42849,Transfer Stickers
204314763,55322,Heat Transfer Sticker
204314763,658375,DTF Stickers
204314763,8910,PVC Stickers
204426014,32520,Marble Temples
204426014,151987,White Marble Temple
204426014,9853,Marble Fountains
204426014,9859,Marble Inlay Flooring
204426014,166599,Marble Jali
204532864,11144,Grey Fabric
204532864,84565,Cotton Grey Fabric
204532864,1318,Cotton Fabric
204532864,84571,Cotton Twill Fabric
204532864,6716,Drill Fabric
204680420,187707,Men Lower
204680420,185686,Men Track Pants
204680420,42874,Men Pyjamas
204680420,652861,BoAt Earbuds
204680420,184676,Hosiery Lower
204736832,205581,Lab Grown Diamond
204736832,2135,Silver Jewelry
204736832,181915,925 Sterling Silver Ring
204736832,189249,CVD Diamond
204736832,11080,Gold Plated Silver Jewelry
205251836,132960,White Marble
205251836,626,Marble Slabs
205251836,72798,Wall Fountain
205251836,177777,Marble Tulsi Stand
205251836,215043,Makrana White Marble
205903920,4395,Cycle Frame
205903920,99323,Stainless Steel Chair
205903920,18711,Steel Chair
205903920,172972,Basketball Pole
205903920,222060,Metco Table Tennis Table
209563146,280391,Pain Relief Patch
209563146,30022,Hand Warmer Pouch
209563146,28879,Foot Warmers
209563146,31118,Iron Powders
209563146,30225,Heating Pads
210260415,168563,Full Truck Load Transport Service
210260415,42703,Transportation Services
210260415,69543,Goods Transport Services
210260415,172377,Part Truck Load Transport Service
210260415,167976,Trailer Transport Services
210528210,96542,Container Homes
210528210,96540,Office Container
210528210,88195,Portable House
210528210,150852,MS Porta Cabin
210528210,135712,Prefabricated Cabin
210591859,6497,Flush Valve
210591859,178825,Brass Angle Cocks
210591859,146977,Brass Bib Tap
210591859,188461,3 in 1 Wall Mixer
210591859,183704,CP Bathroom Fittings
210662746,143826,CTC Tea
210662746,114244,Loose Tea
210662746,12715,Darjeeling Tea
210662746,11395,Leaf Tea
210662746,4941,Assam Tea
211198964,177283,Wooden Key Holder
211198964,10435,Key Holders
211198964,41376,Wooden Puzzle
211198964,50266,Alphabet Puzzle
211198964,135838,Wooden Mobile Stand
211351003,179153,M Sand
211351003,24200,Clay Brick
211351003,36247,Red Brick
211351003,184663,Construction Sand
211351003,25802,Construction Stone
211370840,126209,LLDPE Granule
211370840,158245,LLDPE Reprocessed Granule
211370840,99903,PP Scrap
211370840,186213,Reprocessed LD Granules
211370840,102035,Reprocessed LDPE Granule
211419914,7888,Steel Door Frames
211419914,11681,Door Frames
211419914,94911,Entrance Steel Door
211419914,38287,Stainless Steel Doors
211869916,530,Organic Fertilizers and Manure
211869916,2728,Vermicompost
211869916,222754,Phosphate Rich Organic Manure (PROM)
211869916,136009,Garden Manure
211869916,84651,Micronutrient
212144358,21761,Aluminium Sliding Window
212144358,148768,UPVC Sliding Windows
212144358,39959,Toughened Glass
212144358,150642,Aluminum Sliding Door
212144358,184347,UPVC Glass Window
212960543,69958,Turmeric Finger
212960543,186492,Organic Turmeric Powder
212960543,177237,Black Turmeric
212960543,2603,Turmeric Products
213086957,151066,Ayurvedic Liver Tonic
213086957,4812,Diabetes Powder
213086957,163602,Ayurvedic Joint Pain Relief Oil
213086957,158205,Ayurvedic Cough Syrup
213086957,183631,Herbal Piles Capsules and Tablets
213093846,182955,Allen Cooper Safety Shoes
213093846,8367,Safety Shoes
213093846,189356,Tiger Safety Shoes
213093846,81086,Safety Jacket
213093846,8305,Rubber Hand Gloves
213475273,7888,Steel Door Frames
213475273,182144,WPC Door Frame
213475273,11681,Door Frames
213475273,151278,Mild Steel Door Frames
213475273,84493,Wooden Door Frame
213553954,74006,Sanitary Pad
213553954,8396,Sanitary Napkins
213553954,20465,Condoms
213553954,112739,Menstrual Pad
213553954,655440,Sanitary Pad Third Party Manufacturing
213798131,122518,Precast Compound Wall
213798131,120754,Concrete Compound Wall
213798131,225777,RCC Fencing Poles
213798131,143598,RCC Garden Bench
213798131,40890,Boundary Walls
213843106,191470,Concrete Paver Block
213843106,33865,Paver Blocks
213843106,3755,Chequered Tiles
213843106,132735,Parking Tile
213843106,177813,Cement Paver Block
214339597,180898,Nokia Mobile Phones
214339597,180896,Samsung Mobile Phones
214339597,207565,Jio Mobile Phones
214339597,5190,Mobile Phones
214339597,223182,Keypad Mobiles
214802960,4935,Ashwagandha Roots
214802960,4937,Ashwagandha Powder
214802960,4751,Amla Powder
214802960,150749,Triphala Powder
214802960,184226,Shatavari Root
215044629,36125,RCC Hume Pipes
215044629,33865,Paver Blocks
215044629,139715,Precast U Drain
215044629,56027,RCC Manhole Cover
215044629,8989,RCC Pipes
215257366,41373,Wooden Photo Frames
215257366,177546,Wooden Wall Panel
215257366,3536,Wooden Frame
215257366,95925,Recliner Sofa
215257366,173148,Wooden Carved Sofa Set
216241796,215888,Sandstone Wall Panels
216241796,88032,Stone Wall Panel
216241796,83840,Wall Murals
216241796,73378,Stone Wall Cladding
216241796,165869,Stone Jali
217073729,181508,School Notebook
217073729,32856,Notebook
217073729,41521,Writing Paper
217073729,68836,Writing Notebook
217073729,184972,Classmate Notebook
217484641,90434,Ceramic Tea Cup
217484641,24669,Ceramic Coffee Mug
217484641,88308,Tea Cup Set
217484641,3689,Ceramic Plates
217484641,2978,Tea Cups
217796870,3904,Coconut Oil
217796870,152111,Virgin Coconut Oil
217796870,189263,Cold Pressed Coconut Oil
217796870,191527,Organic Coconut Oil
217796870,186143,Coconut Cooking Oil
218502525,181380,School ID Card
218502525,96451,ID Card Holder
218502525,74725,ID Card Lanyard
218502525,139794,T-Shirt Printing Services
218502525,446025,Water Sensor Diya
218548243,174884,RCC Chimney Construction
218548243,26197,Digester Tanks
218548243,121272,Biogas Digester
218548243,168517,Silo Constructions Services
218548243,171381,Chimney Painting Service
218681111,36358,Restaurant Table & Chair
218681111,3548,Wooden Sofa Set
218681111,36357,Restaurant Chairs
218681111,120827,Designer Sofa Set
218681111,96525,Cafe Chair
219313341,33865,Paver Blocks
219313341,25680,Solid Concrete Blocks
219313341,191470,Concrete Paver Block
219313341,10424,KERB Stones
219313341,177813,Cement Paver Block
219390208,178185,Marble Ganesh Statue
219390208,178191,Marble Radha Krishna Statue
219390208,74617,Marble God Statue
219390208,180344,Marble Kali Mata Statue
219390208,178192,Marble Goddess Statue
220259274,161312,Solar Rooftops
220259274,184030,On Grid Solar Power Systems
220259274,100299,Monocrystalline Solar Panel
220259274,17193,Lithium Ion Battery
220259274,153498,Solar Submersible Pumps
220315547,70078,Radha Krishna Statues
220315547,655827,Marble Dust Resin Statue
220315547,18480,Ram Statue
220315547,656092,Marble Khatu Shyam Statue
220315547,9873,Marble Statue
220448426,83935,Tyre Repair Patches
220448426,149783,Tube Repair Patches
220448426,68209,Two Post Lift
220448426,16115,Gear Lube
220448426,5323,Tyre Tools
221108968,50254,Bamboo Pole
221108968,56218,Bamboo and bamboo Products
221108968,441762,Subabul Seeds
221343645,8072,Red Sandstone
221343645,111229,Dholpur Sandstone
221343645,215888,Sandstone Wall Panels
221343645,1021,Stone Pillars
221343645,119254,Sandstone Gate
221366746,43237,Ladies Kurti
221366746,4227,Banarasi Sarees
221366746,34858,Pure Silk Sarees
221366746,204971,Mysore Silk Sarees
221366746,220557,Cotton Mulmul Sarees
222351390,13467,Diesel Generator
222351390,182498,Cummins Diesel Generator & DG set
222351390,37848,Silent Diesel Generator
222351390,181778,Kirloskar Diesel Generator
222351390,69799,Power Generator
222393173,11673,Dolomite Powder
222393173,9870,Marble Powder
222393173,5461,Calcite Powder
222393173,23078,Calcium Carbonate Powder
222393173,146576,Granite Powder
222601833,131763,Chiller Maintenance Services
222601833,184614,Industrial Water Chiller
222601833,3344,Water Chillers
222601833,40876,Water Cooled Chillers
222601833,3795,Chilling Plant
222865992,7813,Stainless Steel Railings
222865992,35592,Prefabricated Structures
222865992,122158,Compound Wall
223004178,106593,FRP Pot
223004178,84854,Fiberglass Planter
223004178,187053,Fiber Flower Pot
223004178,25563,Decorative Planter
223004178,34995,Plastic Pot
223149475,20954,Men Bicycle
223149475,10452,Kids Bicycles
223149475,105828,Bicycle
223149475,24048,Child Bicycle
223149475,33606,Mountain Bike
223306008,1262,Mustard Oil
223306008,208861,Kachi Ghani Mustard Oil
223306008,181850,Printed Tin Container
223306008,85935,Custom Printed Cardboard Box
223306008,5560,Cardboard Box
223709463,650973,Stone Tulsi Pot
223709463,177777,Marble Tulsi Stand
223709463,151987,White Marble Temple
223709463,191591,Corian Mandir
223709463,445317,Masjid Minar
224624756,184030,On Grid Solar Power Systems
224624756,37340,Solar Power Systems
224624756,182811,Off Grid Solar Power Plant
224624756,161312,Solar Rooftops
224624756,194004,UTL Solar Inverter
225138603,107088,Agarbatti Making Machines
225138603,44757,Paper Plate Making Machine
225138603,182625,Dona Making Machine
225138603,152232,Fully Automatic Dona Making Machine
225138603,120835,Paper Dona Machine
225430392,7518,Onion Powder
225430392,26446,Dehydrated Onion
225430392,148444,Banana Powder
225430392,20462,Moringa Leaves Powder
225430392,69834,Fried Onions
225795639,85002,Colorful Cracker
225795639,85000,Celebration Firework
225795639,235605,Cold Fireworks
225795639,651057,Multi Shot Fireworks
225795639,443018,Colour Smoke Bomb
225819378,96335,Football Jersey
225819378,137817,Mug Printing Services
225819378,5709,Paper Carry Bags
225819378,180794,Wedding Card Printing Service
225819378,18682,Stand Up Pouch
225903089,154572,Eucalyptus Clone Plants
225903089,186261,Eucalyptus Plant
225903089,182768,Guava Plants
225903089,74006,Sanitary Pad
225903089,8396,Sanitary Napkins
226115474,208837,Flour Mill Plant
226115474,28610,Flour Mill
226115474,6472,Commercial Atta Chakki Machine
226115474,176585,Automatic Atta Chakki
226115474,216186,Roller Flour Mill
226246763,152189,Sweet Display Counter
226246763,148667,Cake Display Counter
226246763,167123,SS Display Counter
226246763,20930,Kitchen Equipment
226246763,183550,Fast Food Stall
226311836,113851,Strapping Rolls
226311836,146906,PP Box Strapping Roll
226311836,88130,Packaging Strip
226311836,16833,Plastic Strip
226311836,16831,Plastic Strap
226530059,20462,Moringa Leaves Powder
226530059,186723,Organic Moringa Powder
226530059,137938,Moringa Capsules
226530059,20463,Moringa Leaves
226530059,192323,Drumstick Powder
226609028,25348,Data Provider
226609028,138342,Billing Software
226609028,117637,Stock Market Tips
226609028,45924,Database Services
226609028,445939,Vyapar Billing Software
226861582,9792,Maize Cattle Feed
226861582,3397,Wheat Bran
226861582,41768,Rice Bran
226861582,115,Cattle Feed
226861582,208728,Kapila Pashu Aahar
227341775,114345,Wood Chips
227341775,140847,Agarwood Chip
227341775,445353,Banana Silk Saree
227511296,3036,Terracotta Pots
227511296,213448,Clay Water Bottle
227511296,177428,Terracotta Diya
227511296,73393,Terracotta Vase
227511296,187122,Clay Diya
227561842,113851,Strapping Rolls
227561842,146906,PP Box Strapping Roll
227561842,88130,Packaging Strip
227561842,102036,PET Strap
227561842,7922,Steel Strapping
228150473,42064,Landscaping Services
228150473,29207,Garden Developers
228150473,168360,Garden Landscaping Services
228150473,31517,Landscape Design
228150473,171784,Fountain Installation Service
228202395,78263,Round Neck T Shirt
228202395,650440,Oversized T Shirt
228202395,654845,DTF Printing Services
228202395,139794,T-Shirt Printing Services
228202395,11198,Cotton T-shirts
228233406,162792,Refurbished Laptops
228233406,105926,Second Hand Laptop
228233406,181435,Dell Laptops
228233406,181436,HP Laptop
228233406,11352,Laptops
229230454,158267,Rhodamine Dyes
229230454,9799,Malachite Green
229230454,4961,Auramine Dye
229230454,11433,Leather Dye
229230454,216451,Tinopal Powder
230363370,40671,Varsity Jackets
230363370,78239,Man Hoodies
230363370,78240,Men Denim Jacket
230363370,12749,Denim Jackets
230363370,10001,Men Jackets
230489066,140396,Retractable Roof
230489066,135895,Car Parking Tensile Structure
230489066,1707,Canopies
230489066,50762,Tensile Structures
230489066,143414,Car Sheds
230673987,99973,Sublimation Mug
230673987,215928,MDF Sublimation Keychain
230673987,30192,Heat Press Machine
230673987,183894,Sublimation Key Chain
230673987,73938,Combo Heat Press
230723544,651654,Mycorrhizal Bio Fertilizer
230723544,156355,Vesicular Arbuscular Mycorrhiza
230723544,222754,Phosphate Rich Organic Manure (PROM)
230723544,157681,Zyme Granules and Liquid
230723544,144417,Phosphate Solubilizing Bacteria
231087389,177391,Cockroach Gel
231087389,22034,Anti Termite Chemical
231087389,184485,Cockroach Repellent
231087389,73469,Pruning Secateur
231087389,5842,Pest Control Chemicals
231099340,7745,Sports T Shirts
231099340,136631,Men Sublimation T-Shirt
231099340,191408,Kabaddi Jersey
231099340,183897,Men Sports T-Shirt
231099340,222315,Cricket Jersey
231416671,165208,CNC Machine Controller
231416671,176456,Linear Glass Scale
231416671,20911,CNC Controllers
231416671,27870,Electronic Controller
231416671,188788,Optical Scales
231570130,95490,Flameproof Light Fittings
231570130,166294,Flame Proof Light
231570130,159416,Flameproof Junction Boxes
231570130,163707,Flameproof Exhaust Fan
231570130,164371,Flame Proof Torches
233014130,192521,Gurjan Plywood
233014130,181473,MR Grade Plywood
233014130,42839,Marine Plywood
233014130,177614,BWP Plywood
233014130,182685,Sunmica Laminate
233016817,78256,Plain T Shirt
233016817,96335,Football Jersey
233016817,135647,Polo Men T-Shirt
233016817,11198,Cotton T-shirts
233016817,78263,Round Neck T Shirt
233222323,650182,Instagram Marketing Services
233222323,181036,Facebook Marketing
233222323,98547,Business Marketing Service
233222323,168845,Digital Marketing Services
233222323,174487,Social Media Marketing
233405974,44228,Online Shopping System
233405974,167872,E-Commerce Application Development
233405974,29571,Hotel Bookings
233405974,168984,Photo Editing Services
233405974,88522,SEO Services
233409602,2295,Granite Slab
233409602,4438,Black Granite
233409602,73703,Quartz Stone Slab
233409602,106611,Granite Stone
233409602,73701,Polished Granite Slab
233874920,151987,White Marble Temple
233874920,32520,Marble Temples
233874920,178185,Marble Ganesh Statue
233874920,650973,Stone Tulsi Pot
233874920,9853,Marble Fountains
233876045,167174,Paint Protection Film
233876045,228822,Garware Sun Control Film
233876045,85991,Sun Control Film
233876045,656593,Garware Car Paint Protection Film
233876045,22266,Sun Control Car Film
234166330,120929,Civil Contractors
234166330,118955,Building Contractors
234166330,45872,House Construction Services
234166330,166432,Prefabricated Warehouse
234166330,180837,Shed Construction
234199195,160658,Scuba Cylinders
234199195,37171,Self Contained Breathing Apparatus
234199195,23600,Breathing Air Compressors
234199195,156542,Carbon Composite Cylinders
234199195,86007,Breathing Apparatus
234235811,11599,Linen Fabrics
234235811,650573,Women Co-Ord Set
234235811,105933,Women Clothes
234235811,190420,Ladies Cotton Pyjama
234235811,68086,Embroidered Cotton Dress
234715039,190588,Sirohi Goats
234715039,163224,Goat
234715039,209040,Beetal Goat
234715039,188909,Sojat Goat
234715039,43330,Farm Animals
234737826,7229,Potato Chips
234737826,193741,Lays Chips
234737826,177908,Raw Kurkure
234737826,138250,Fryums
234737826,85357,Fried Snack
234851671,44757,Paper Plate Making Machine
234851671,120835,Paper Dona Machine
234851671,215236,Chappal Making Machine
234851671,152232,Fully Automatic Dona Making Machine
234851671,182625,Dona Making Machine
235045420,187103,Dow RO Membrane
235045420,187709,Industrial RO Membranes
235045420,41033,Water Filter Cartridge
235045420,132268,Industrial Reverse Osmosis Plant
235045420,20529,Activated Carbon
235073600,176679,Condenser Cleaning
235073600,170672,Pressure Cleaning Services
235073600,43808,Industrial Cleaning Services
235073600,176846,Hydro-Blasting Service
235073600,157576,Triplex High Pressure Plunger Pumps
235603948,126640,Wedding Stage
235603948,126638,Wedding Gate
235603948,190910,Catering Counter
235603948,183519,Fiber Mandaps
235603948,129995,Wedding Stage Backdrop
235618970,132960,White Marble
235618970,4438,Black Granite
235618970,2295,Granite Slab
235618970,114352,Italian Marble
235618970,138371,White Granite
235794853,29485,Hopper Dryers
235794853,150499,Plastic Crushing Machine
235794853,111164,Injection Molding Machine Controller
235794853,33242,Mold Clamps
235794853,42774,Hopper Loader
235973483,650587,Dragon Condom
235973483,445988,Silicone Reusable Condom
235973483,650199,Sex Toys For Men and Women
235973483,650203,Male Organ Developer Pump
235973483,650202,Personal Vibrators and Massagers for Women
236469045,179613,Zolpidem Tartrate Tablets
236469045,156339,Alprazolam Tablets
236469045,42152,Anti Anxiety Medicine
236469045,445114,Lorazepam Tablets
236469045,188122,Zopiclone Tablets
236584514,193165,Mantra Fingerprint Scanner
236584514,193164,SecuGen Fingerprint Scanner
236584514,189719,Morpho Fingerprint Scanner
236584514,121218,PVC Conduit Pipes
236584514,4421,Biometric Fingerprint Scanners
237040101,6453,Room Carpet
237040101,132774,Designer Carpet
237040101,102,Hand Tufted Carpets
237040101,20251,Wool Carpet
237040101,19525,Hand Tufted Wool Carpet
237187901,175770,Plant Layout Designing Service
237187901,170636,Pipe Stress Analysis
237187901,156522,Mechanical Engineering Services
237187901,94659,Detail Engineering Services
237187901,78455,Structural Engineering Service
237429669,146573,Wedding Sofa
237429669,3548,Wooden Sofa Set
237429669,173148,Wooden Carved Sofa Set
237429669,12576,Wooden Swings
237429669,18988,Teak Wood Sofa
237585069,8067,Red Chilli Powder
237585069,11877,Garam Masala
237585069,4069,Dhaniya Powder
237585069,5316,Mutton Masala
237585069,3793,Chilli Powder
237867695,158217,D-Cut Non Woven Bags
237867695,140760,Printed Non Woven Bags
237867695,32848,Non Woven Bag
237867695,224564,Loop Handle Non Woven Bag
237867695,165229,Printed Carry Bags
238139292,32753,Milking Machine
238139292,6886,Electronic Weighing Scales
238139292,177154,Cow Mat
238139292,24750,Chaff Cutter
238139292,139284,Electric Chaff Cutter
238276214,9613,Liquid Sodium Silicate
238276214,7619,Sodium Silicate
238276214,3233,Alkaline Sodium Silicate
238276214,167661,Neutral Sodium Silicate
238276214,1886,Acid Slurry
238423562,177444,Adenium Plant
238423562,44183,Decorative Plant
238423562,224519,Snake Plant
238423562,30664,Indoor Plants
238423562,185143,Money Plant
238457440,11601,Lip Balm
238457440,7339,Neem Soap
238457440,9182,Herbal Face Wash
238457440,216653,Multi Purpose Cleaner
238457440,9215,Herbal Soaps
238570049,224543,Cosmetic Third Party Manufacturing
238570049,217056,Charcoal Face Wash
238570049,188480,Beard Oil
238570049,274482,Skin Care Third Party Manufacturing
238570049,355351,Onion Hair Oil
239008290,36772,Sarsaparilla Roots
239008290,657111,UPVC Modular Kitchen
239008290,9949,"Herbs,Sticks and Roots"
239008290,4150,Ayurvedic Indian Herbs
239008290,4935,Ashwagandha Roots
239042373,203560,JLG Boom Lift
239042373,42992,Articulated Boom Lifts
239042373,168775,Boom Lift Rental
239042373,42461,Crane Rental
239042373,23724,Boom Lift
239250077,19385,Wooden Bangle
239250077,69061,Resin Bangle
239250077,65759,Metal Cuff Bracelet
239250077,144156,Brass Cuff Bracelet
239250077,19357,Wood Earring
239468620,30144,Head Massager
239468620,209032,Eyebrow Trimmer
239468620,30019,Hand Tally Counter
239468620,3323,Wall Hooks
239468620,17057,Leather Jewelry Box
239746914,6222,Face Wash
239746914,39114,Sunscreen
239746914,5209,Moisturizing Lotion
239746914,650981,Vitamin C Serum
239746914,205607,Acne Face Wash
240076311,69352,DC Drive Control Card
240076311,16769,Photoelectric Sensor
240076311,149071,Microwave Stand
240076311,140943,Industrial Control Panel
240076311,31556,Laser Displacement Sensor
240440618,181556,Siemens PLC
240440618,182623,Allen Bradley PLC
240440618,207464,Siemens HMI
240440618,220187,Allen Bradley HMI
240440618,207435,Mitsubishi PLC
240681380,9866,Marble Pillars
240681380,177777,Marble Tulsi Stand
240681380,32520,Marble Temples
240681380,1021,Stone Pillars
240681380,151987,White Marble Temple
241096341,215274,PUF Insulated Roofing Panel
241096341,73160,PUF Sandwich Panel
241096341,138429,Puf Sheets
241096341,20477,Insulated Roofing Panels
241096341,144811,PUF Insulated Wall Panel
241131569,652081,Anti Iron Gel
241131569,186990,Powder Coating Powder
241131569,188894,MS Powder Coating
241131569,117876,Mould Release Spray
241131569,35656,Powder Coating
241324329,41550,Yellow Corn
241324329,7662,Soy Bean
241324329,145584,Toor Dal
241324329,37393,Sorghum
241324329,69958,Turmeric Finger
241391579,85223,Loading Unloading Services
241391579,171032,Machine Shifting Services
241391579,110658,Factory Shifting Service
241391579,110420,Local Shifting Service
241391579,43542,Plant & Equipment Erection Services
241458094,179946,Gypsum False Ceiling
241458094,12577,Wooden Wardrobe
241458094,180662,Wooden Study Table
241458094,154084,Wooden Modular Kitchen
241458094,181121,Modular Wardrobe
241655588,33388,Metal Punching Machines
241655588,43500,Cut to Length Machine
241655588,140916,Die Punching Machine
241655588,78312,Roll Forming Machine
241655588,34852,Punching Machine
241880918,650587,Dragon Condom
241880918,445988,Silicone Reusable Condom
241880918,650199,Sex Toys For Men and Women
241880918,650202,Personal Vibrators and Massagers for Women
241880918,650203,Male Organ Developer Pump
241891219,137709,Cow Ghee
241891219,8844,Pure Ghee
241891219,138217,Buffalo Ghee
241891219,102077,Green Cardamom
241891219,4445,Black Pepper
242134044,4882,Apple Juice
242134044,187880,Apple Soft Drink Concentrate
242134044,190067,Kashmiri Apple
242134044,24454,Carrot Juice
242134044,84800,Red Delicious Apple
242142913,26294,Demolition Hammer
242142913,147252,Liquid Floor Cleaner
242142913,146545,Marble Cutting Blade
242142913,9615,Liquid Toilet Cleaners
242142913,81086,Safety Jacket
242278767,2546,Transformers
242278767,110006,Electrical Junction Box
242278767,8775,Electrical Power Transformer
242278767,1675,Differential Pressure Switches
242278767,42110,Control Desk
242281640,1411,Aluminum Foils
242281640,85929,Pallet Collar
242281640,9061,HDPE Bags
242281640,180198,Industrial Wooden Packaging Boxes
242281640,155764,Wooden Pallet Collar
242897782,8067,Red Chilli Powder
242897782,12018,Dry Red Chilli
242897782,167584,Kashmiri Chilli Powder
242897782,186627,Kashmiri Lal mirch
242897782,2607,Turmeric Powder
242909210,167805,MDF Jali
242909210,2351,Laser Cutting Services
242909210,174332,CNC MDF Cutting Service
242909210,135909,CNC Laser Cutting Services
242909210,174334,CNC Router Cutting Services
243335100,158721,Paper Edge Protector Machine
243335100,251,Material Handling Lifts
243335100,160219,Hydraulic Scissor Lift
243335100,143432,Sand Screening Machine
243335100,17969,Screening Machinery
243412635,5053,Plastic Tubs
243412635,6039,Household Plastic Buckets
243412635,35250,Plastic Stool
243412635,20521,Stainless Steel Milk Cans
243412635,6042,Plastic Chairs
243412840,36251,Red Onion
243412840,11877,Garam Masala
243412840,69245,Fresh Garlic
243412840,84784,Green Banana
243412840,8067,Red Chilli Powder
243496478,193973,Waaree Solar Panels
243496478,193593,TATA Solar Panels
243496478,37335,Solar Panels
243496478,202031,Adani Solar Panels
243496478,149832,Solar Grid Tie Inverter
243586818,43869,Waterproofing Service
243586818,171183,Wall Cutting Services
243586818,44697,Core Cutting Services
243586818,44627,Grouting Services
243586818,176673,Column Strengthening
243736492,184123,Nike Sports Shoes
243736492,194081,Nike Shoes
243736492,180391,Men Formal Shoes
243736492,107977,Fashion Sunglasses
243736492,184122,Adidas Sports Shoes
243793205,42178,Rotavator Blades
243793205,68441,Disc Blade
243793205,145420,Tractor Trolley Hook
243793205,113920,Rotavator Parts
243793205,41760,Tiller Blades
243867300,5682,Paint Brush
243867300,108136,Flat Paint Brushes
243867300,43311,Painting Brush
243867300,115893,Painting Roller Brushes
243867300,5689,Paint Rollers
244297174,7166,Polypropylene Twine
244297174,5054,Plastic Twine
244297174,21821,Baler Twine
244297174,42010,LD Granules
244297174,113851,Strapping Rolls
244712119,22540,Bathroom Wall Shelf
244712119,20997,Cloth Drying Stand
244712119,179509,Stainless Steel Towel Rack
244712119,73905,Wall Hanger
244712119,179510,Stainless Steel Soap Dish
244784433,7518,Onion Powder
244784433,11917,Garlic Powder
244784433,26446,Dehydrated Onion
244784433,12737,Dehydrated Garlics
244784433,8067,Red Chilli Powder
244836282,220568,Smart Door Lock
244836282,192697,Honeywell Bullet Camera
244836282,85186,Bottle Labelling Machine
